,Unnamed: 0,name,rating,style,price,street address,reviews,city,url,reviews_processed,style_processed,bag_of_words
798,798,B&B Restaurant Corporation,4.5,"african, caribbean",cheap-eats,165 West 26th St,"hungry, in the streets of nyc me and my friend ran into this gem. we were not expecting this at all...

we walked in here and looked at all the amazing food..., african food buffet style.  just 2-3 tables.  best to take it to go.

the place looks like a corner bodega but all the shelves removed and buffet stations..., my boyfriend loves african food and we have limited options in the bay area so we had to try b&b when traveling to ny! 

it gets very busy around lunchtime....",new york city,https://www.yelp.com/biz/b-and-b-restaurant-corporation-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,hungry street nyc friend run gem expect walk look amazing food african food buffet style table best take go place look like corner bodega shelf remove buffet station boyfriend love african food limit option bay area try b b travel ny get busy around lunchtime,african caribbean,african caribbean hungry street nyc friend run gem expect walk look amazing food african food buffet style table best take go place look like corner bodega shelf remove buffet station boyfriend love african food limit option bay area try b b travel ny get busy around lunchtime
799,799,Joe's Pizza,4.0,pizza,cheap-eats,1435 Broadway,"wowee! pizza was straight yum. on our side side of the counter, the atmosphere was cramped with hungry, ragged hearts, hoping for a slice of classic ny 'za...., awesome place to grab a slice of pizza with great thin crust pizza friendly fast service and open til 3am! we came by here at 150am and there were plenty of..., fast and efficient service for a slice just off of time square.  do not travel to go here. no different than most other places.  our experience probably was...",new york city,https://www.yelp.com/biz/joes-pizza-new-york-148?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,wowee pizza straight yum side side counter atmosphere cramp hungry ragged heart hop slice classic ny awesome place grab slice pizza great thin crust pizza friendly fast service open til come plenty fast efficient service slice time square travel go different place experience probably,pizza,pizza wowee pizza straight yum side side counter atmosphere cramp hungry ragged heart hop slice classic ny awesome place grab slice pizza great thin crust pizza friendly fast service open til come plenty fast efficient service slice time square travel go different place experience probably
804,804,ICHIRAN - Brooklyn,4.0,"ramen, noodles, soup",mid-range,374 Johnson Ave,"any time i visit this ramen spot it is a wonderful experience, and this is the one place i don't mind coming to alone. the solo dining booths are so unique..., came here for the first time in two years and the quality is just as good as i remember! love that we're able to choose if we want the solo dining..., ichiran never disappoints! except for the extremely long wait. we thought that this location wouldn't be as busy as the locations in manhattan, but after...",new york city,https://www.yelp.com/biz/ichiran-brooklyn-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,time visit ramen spot wonderful experience one place mind come alone solo dining booth unique come first time two year quality good remember love able choose want solo dining ichiran never disappoints except extremely long wait think location would busy location manhattan,ramen noodle soup,ramen noodle soup time visit ramen spot wonderful experience one place mind come alone solo dining booth unique come first time two year quality good remember love able choose want solo dining ichiran never disappoints except extremely long wait think location would busy location manhattan
805,805,Patrizia's - Williamsburg,4.0,"pizza, italian",mid-range,35 Broadway,"calamari is a calm 8/10. what would've taken this to the next level was if the calamari was fried. ah well you cant win them all., family style menu for either 60$ or 70$ a person. we did $60 a person, and there were 13 of us, and here are the plates. missing is the desert plate. it's..., the lobster pasta was weak, noodles were bland and the mussels were quite small. the shrimps were great so that part of the dish i do commend.

i ordered...",new york city,https://www.yelp.com/biz/patrizias-williamsburg-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,calamari calm would take next level calamari fry ah well cant win family style menu either person person u plate miss desert plate lobster pasta weak noodle bland mussel quite small shrimp great part dish commend order,pizza italian,pizza italian calamari calm would take next level calamari fry ah well cant win family style menu either person person u plate miss desert plate lobster pasta weak noodle bland mussel quite small shrimp great part dish commend order
808,808,Peck's,4.0,"bakeries, coffee & tea, breakfast & brunch",mid-range,455A Myrtle Ave,"honestly a nice breakfast spot but pretty overpriced. vibes were cute. the breakfast sandwich and muffin were both great. so was the latte. delicious but pricy., abysmal. wifi doesn't work and apparently hasn't been working for weeks. this gross roasted veggie bowl with nothing in it was 14 dollars. i don't..., i was feeling optimistic this morning. i woke up early. made tea at home. dropped off a package. i obviously deserved a treat. a breakfast sandwich would...",new york city,https://www.yelp.com/biz/pecks-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,honestly nice breakfast spot pretty overprice vibe cute breakfast sandwich muffin great latte delicious abysmal wifi work apparently work week gross roast veggie bowl nothing dollar feel optimistic morning wake early make tea home drop package obviously deserve treat breakfast sandwich would,bakery coffee tea breakfast brunch,bakery coffee tea breakfast brunch honestly nice breakfast spot pretty overprice vibe cute breakfast sandwich muffin great latte delicious abysmal wifi work apparently work week gross roast veggie bowl nothing dollar feel optimistic morning wake early make tea home drop package obviously deserve treat breakfast sandwich would
809,809,Molos,3.5,"greek, seafood, mediterranean",mid-range,1 Pershing Rd,"great food, amazing experience, and even better service!! our waiter, i believe his name is alad, gave us the best recommendations for the specials and we..., i have been wanting to try this restaurant out for a while. went on a monday evening made our reservations online and got perfect seating by the window. we..., ‼date night was a success‼

the service was spectacular and the food was out of this world. food and drinks are a little on the expensive side but it's...",new york city,https://www.yelp.com/biz/molos-weehawken-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,great food amaze experience even better service waiter believe name alad give u best recommendation special want try restaurant go monday evening make reservation online get perfect seating window night service spectacular food world food drink little expensive side,greek seafood mediterranean,greek seafood mediterranean great food amaze experience even better service waiter believe name alad give u best recommendation special want try restaurant go monday evening make reservation online get perfect seating window night service spectacular food world food drink little expensive side
813,813,Cooper's Craft & Cocktails,4.0,"bars, gastropubs, american (traditional)",mid-range,87 2nd Ave,"went to the bar the day before thanksgiving and it had a more lively vibe than almost every other bar in the neighborhood, understandably. 
ordered wings..., we came in to have a couple of drinks and appetizers and we ended up staying here for a couple of hours. our waiter and bartender were awesome! the..., purchased: 1x chicken burger ($15.00) + 1x wings (small order -- 6 wings) 
costs: $36 

pros:
- read other reviews about how the music was good....",new york city,https://www.yelp.com/biz/coopers-craft-and-cocktails-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,go bar day thanksgiving lively vibe almost every bar neighborhood understandably ordered wing come couple drink appetizer end stay couple hour waiter bartender awesome purchase chicken burger wing small order wing cost pro read review music good,bar gastropubs american traditional,bar gastropubs american traditional go bar day thanksgiving lively vibe almost every bar neighborhood understandably ordered wing come couple drink appetizer end stay couple hour waiter bartender awesome purchase chicken burger wing small order wing cost pro read review music good
814,814,Pier 66 Maritime,3.5,american (traditional),mid-range,W 26th St,"my friend had her birthday dinner here. the place didn't take reservations ahead of time, but were able to accommodate our party of 10 after everyone..., very unique  relaxed outdoor dining on the hudson. really great atmosphere for summer outdoor dining. limited menu, counter service, seemed a bit odd but..., pier 66 is still one nyc's unsung heroes for summertime outdoor dining. located near chelsea piers on the hudson river, the biggest challenge may be...",new york city,https://www.yelp.com/biz/pier-66-maritime-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,friend birthday dinner place take reservation ahead time able accommodate party everyone unique relaxed outdoor din hudson really great atmosphere summer outdoor dining limited menu counter service seem bit odd pier still one nyc unsung hero summertime outdoor dining locate near chelsea pier hudson river biggest challenge may,american traditional,american traditional friend birthday dinner place take reservation ahead time able accommodate party everyone unique relaxed outdoor din hudson really great atmosphere summer outdoor dining limited menu counter service seem bit odd pier still one nyc unsung hero summertime outdoor dining locate near chelsea pier hudson river biggest challenge may
816,816,Sociale,4.0,"italian, tapas/small plates, pizza",mid-range,320 Court St,"sociale has fire food and a great atmosphere. the gnocchi, hanger steak, pizza (its fried), and brussels were all so good. service was great too for my..., i have been walking past sociale for months and have finally decided to try it out for brunch this sunday. the two of us did not have reservations, but were..., more like unsociale. 

showed up early for a quick snack and drink with friends, there were two people here. had a sleeping baby in a stroller, and they...",new york city,https://www.yelp.com/biz/sociale-new-york-5?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,sociale fire food great atmosphere gnocchi hanger steak pizza fry brussels good service great walk past sociale month finally decide try brunch sunday two u reservation like unsociale show early quick snack drink friend two people sleep baby stroller,italian plate pizza,italian plate pizza sociale fire food great atmosphere gnocchi hanger steak pizza fry brussels good service great walk past sociale month finally decide try brunch sunday two u reservation like unsociale show early quick snack drink friend two people sleep baby stroller
817,817,Nacho Macho Taco,4.5,mexican,cheap-eats,82 5th Ave,"we like this place! the gentleman on the phone was polite and friendly.. took our order listened to our special requests. the order arrived so quickly and..., i have to say that finding a mexican restaurant in brooklyn which provides good authentic food is great! the place is small but cozy, the mexican guy at the..., today i was in a park slope mood and decided on another gorgeous fall day to walk around the neighborhood and soak it up. i was also in a taco mood thus ,...",new york city,https://www.yelp.com/biz/nacho-macho-taco-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,like place gentleman phone polite friendly take order listen special request order arrive quickly say find mexican restaurant brooklyn provide good authentic food great place small cozy mexican guy today park slope mood decide another gorgeous fall day walk around neighborhood soak also taco mood thus,mexican,mexican like place gentleman phone polite friendly take order listen special request order arrive quickly say find mexican restaurant brooklyn provide good authentic food great place small cozy mexican guy today park slope mood decide another gorgeous fall day walk around neighborhood soak also taco mood thus
819,819,Kubeh,4.0,"middle eastern, tapas/small plates, coffee & tea",mid-range,464 Avenue Of The Americas,"fun and delicious restaurant with excellent service. they have so much to offer outside of just being a restaurant. they have delicious wine at a casual bar..., my friend wanted to try this place because of the gluten free pita bread (extra $2.50 charge). we ordered the hummus ful, cauliflower hummus, hummus..., i was really curious to try out this spot. the cuisine is middle eastern inspired, with persian and syrian dishes. there were also touches of middle eastern...",new york city,https://www.yelp.com/biz/kubeh-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,fun delicious restaurant excellent service much offer outside restaurant delicious wine casual bar friend want try place gluten free pita bread extra charge order hummus ful cauliflower hummus hummus really curious try spot cuisine middle eastern inspire persian syrian dish also touch middle eastern,middle eastern plate coffee tea,middle eastern plate coffee tea fun delicious restaurant excellent service much offer outside restaurant delicious wine casual bar friend want try place gluten free pita bread extra charge order hummus ful cauliflower hummus hummus really curious try spot cuisine middle eastern inspire persian syrian dish also touch middle eastern
820,820,SUteiShi,4.0,"japanese, sushi bars",mid-range,24 Peck Slip,"i highly recommend this restaurant for lunch and dinner. it is fancy and no yummy, but omg! both the service is so good, every staff there is friendly and..., it's very difficult to have sushi taste delicious and presentable in delivery, and suteishi exceeded expectations. we ordered the 10 piece nigiri as well as..., absolute favorite sushi spot in new york city!! great service and the sushi is soooooo good!!",new york city,https://www.yelp.com/biz/suteishi-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,highly recommend restaurant lunch dinner fancy yummy omg service good every staff friendly difficult sushi taste delicious presentable delivery suteishi exceed expectation order piece nigiri well absolute favorite sushi spot new york city great service sushi soooooo good,japanese sushi bar,japanese sushi bar highly recommend restaurant lunch dinner fancy yummy omg service good every staff friendly difficult sushi taste delicious presentable delivery suteishi exceed expectation order piece nigiri well absolute favorite sushi spot new york city great service sushi soooooo good
821,821,Oscar's Place,4.5,"modern european, breakfast & brunch, british",mid-range,466 Hudson St,"i remember this place before it was oscar's place but first time here today for lunch and have to say had the most delicious mushroom soup, so fresh and..., oscar's place is the place to go to for a full english breakfast in the west village. the restaurant is super tiny, so i recommend going early or when it's..., wonderful staff who make great good and are very accommodating.  

we sat indoors and ordered the english breakfast and oscar's burger.  really good food",new york city,https://www.yelp.com/biz/oscars-place-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,remember place oscar place first time today lunch say delicious mushroom soup fresh oscar place place go full english breakfast west village restaurant super tiny recommend go early wonderful staff make great good accommodate sit indoors order english breakfast oscar burger really good food,modern european breakfast brunch british,modern european breakfast brunch british remember place oscar place first time today lunch say delicious mushroom soup fresh oscar place place go full english breakfast west village restaurant super tiny recommend go early wonderful staff make great good accommodate sit indoors order english breakfast oscar burger really good food
823,823,Tchoup Shop,4.0,"cajun/creole, southern",mid-range,50 Wyckoff Ave,"i love this place. i used to have my studio right around the corner and they're always open and friendly with a hot bowl of gumbo waiting for me...., i guess this is what happens when i visit a place years after originally bookmarking it. i wanted to try the oysters and boudin balls, but the current..., there is big big bartender who also speaks spanish very rude and racist . he was making jokes about black people in front us about their ""stupid ghetto...",new york city,https://www.yelp.com/biz/tchoup-shop-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,love place use studio right around corner always open friendly hot bowl gumbo wait guess happen visit place year originally bookmarking want try oyster boudin ball current big big bartender also speak spanish rude racist make joke black people front u stupid ghetto,southern,southern love place use studio right around corner always open friendly hot bowl gumbo wait guess happen visit place year originally bookmarking want try oyster boudin ball current big big bartender also speak spanish rude racist make joke black people front u stupid ghetto
824,824,May Wah Fast Food,4.0,"chinese, taiwanese",cheap-eats,190 Hester St,"cheap, delicious, affordable taiwanese food 
- mushrooms rice cakes 
- hot & sour soup the soup was ok more on the sour taste than spicy 
- fried chicken..., pick up
may wah fast food is a longstanding restaurant that i have visited several times in the past. it's primarily a take-out spot, but they do have..., may wah is a must try when you come to chinatown especially if you want something cheap, flavorful and filling.

the chicken leg over rice is the go to dish...",new york city,https://www.yelp.com/biz/may-wah-fast-food-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,cheap delicious affordable taiwanese food mushroom rice cake hot sour soup soup ok sour taste spicy fry chicken pick may wah fast food longstanding restaurant visit several time past primarily spot may wah must try come chinatown especially want something cheap flavorful filling chicken leg rice go dish,chinese taiwanese,chinese taiwanese cheap delicious affordable taiwanese food mushroom rice cake hot sour soup soup ok sour taste spicy fry chicken pick may wah fast food longstanding restaurant visit several time past primarily spot may wah must try come chinatown especially want something cheap flavorful filling chicken leg rice go dish
826,826,Café Luce,4.5,"italian, pasta shops, wine bars",mid-range,235 E 53rd St,"very intimate dining,  very good service, and the food is outstanding.   we will definately return on our next trip.  strongly recommend the alla vodka...., if you're looking for a cozy italian spot in midtown east, i highly recommend this restaurant. the homemade pastas are the standout dishes, and the pesto..., where to begin! 

food - unbelievably good and so fresh, you can definitely tell they make it fresh everyday. i love how you can mix and match pasta and...",new york city,https://www.yelp.com/biz/caf%C3%A9-luce-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,intimate dining good service food outstanding definately return next trip strongly recommend alla vodka look cozy italian spot midtown east highly recommend restaurant homemade pasta standout dish pesto begin food unbelievably good fresh definitely tell make fresh everyday love mix match pasta,italian pasta shop wine bar,italian pasta shop wine bar intimate dining good service food outstanding definately return next trip strongly recommend alla vodka look cozy italian spot midtown east highly recommend restaurant homemade pasta standout dish pesto begin food unbelievably good fresh definitely tell make fresh everyday love mix match pasta
832,832,Father Knows Best,4.0,"bars, cafes",mid-range,611A Wilson Ave,"i moved to the neighborhood about 8-9 months ago! i have loved coming to fathers for a cafe/coffee moment, lunch with a friend, or dinner & drinks! i..., we popped in for brunch on a sunday and we're really happy with the food and the entire experience. service was quick, friendly, and attentive. 

we got..., tried for the first time for brunch. coffee was bitter. ask for cappuccino better but not by much. ordered breakfast burrito with chorizo not bad. cheddar...",new york city,https://www.yelp.com/biz/father-knows-best-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,move neighborhood month ago love come father moment lunch friend dinner drink pop brunch sunday really happy food entire experience service quick friendly attentive get try first time brunch coffee bitter ask cappuccino better much order breakfast burrito chorizo bad cheddar,bar cafe,bar cafe move neighborhood month ago love come father moment lunch friend dinner drink pop brunch sunday really happy food entire experience service quick friendly attentive get try first time brunch coffee bitter ask cappuccino better much order breakfast burrito chorizo bad cheddar
833,833,Kochi,4.5,"korean, venues & event spaces, wine bars",fine-dining,652 10th Ave,"above and beyond our expectations. the service was amazing, kind and informational. before and after every dish the waiter/waitress would explain each..., despite all the lukewarm reviews, we decided to give this a try anyways. turns out, reviews were right. the food and ambiance were so underwhelming, my..., kochi is a really fun and laid back restaurant that has created a thoughtful tasting menu which highlights korean flavors in unique ways. the ambiance is...",new york city,https://www.yelp.com/biz/kochi-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,beyond expectation service amazing kind informational every dish would explain despite lukewarm review decide give try anyways turn review right food ambiance underwhelming kochi really fun lay back restaurant create thoughtful tasting menu highlight korean flavor unique way ambiance,korean venue event space wine bar,korean venue event space wine bar beyond expectation service amazing kind informational every dish would explain despite lukewarm review decide give try anyways turn review right food ambiance underwhelming kochi really fun lay back restaurant create thoughtful tasting menu highlight korean flavor unique way ambiance
837,837,Ninety Nine Franklin,4.5,"coffee & tea, breakfast & brunch",mid-range,99 Franklin St,"***bar review***

- it's not a speakeasy anymore
- cool music on a friday night
- not very busy on a friday night around 1030
- better days was good
- i did..., cute little espresso bar in green point brooklyn.
they even bring out your coffee as you wait in there covid free street sitting booth. amazing service. i..., came here once in the morning looking for a good coffee spot to sit and chat. the layout is interesting; there's a very small front area to order from, then...",new york city,https://www.yelp.com/biz/ninety-nine-franklin-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,bar review speakeasy anymore cool music friday night busy friday night around better day good cute little espresso bar green point brooklyn even bring coffee wait covid free street sit booth amazing service come morning look good coffee spot sit chat layout interesting small front area order,coffee tea breakfast brunch,coffee tea breakfast brunch bar review speakeasy anymore cool music friday night busy friday night around better day good cute little espresso bar green point brooklyn even bring coffee wait covid free street sit booth amazing service come morning look good coffee spot sit chat layout interesting small front area order
842,842,Market Table,4.0,"american (new), desserts, cocktail bars",mid-range,54 Carmine St,"such warm service and friendliest staff ever! great food on top of that... black sea bass in shiitake broth was amazing. leeks vichyssoise soup was also..., first time at market table, and i enjoyed the food.
i ordered my burger medium, and the flavor was their. the bun could have been toasted more, so not to be..., i've been meaning to stop by this restaurant for at least a year now (honestly, i just get distracted sometimes, it's unfortunate). they offer brunch,...",new york city,https://www.yelp.com/biz/market-table-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,warm service friendliest staff ever great food top black sea bass shiitake broth amaze leek vichyssoise soup also first time market table enjoy food order burger medium flavor bun could toast mean stop restaurant least year honestly get distracted sometimes unfortunate offer brunch,american new dessert cocktail bar,american new dessert cocktail bar warm service friendliest staff ever great food top black sea bass shiitake broth amaze leek vichyssoise soup also first time market table enjoy food order burger medium flavor bun could toast mean stop restaurant least year honestly get distracted sometimes unfortunate offer brunch
843,843,Ashbox,4.5,"coffee & tea, japanese, sandwiches",cheap-eats,1154 Manhattan Ave,"i feel so privileged to have tried the hoji tea ice cream! 

the barley in the rice = extra hearty, adorable little japanese cafe with comfort food and excellent prices! aptly named for its location between ash and box street. it's currently delivery only..., amazing cafe with great food. i had salmon ochazuke (salmon in green tea / bonito broth), which i have never found at another place that sells this, except...",new york city,https://www.yelp.com/biz/ashbox-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,feel privilege try hoji tea ice cream barley rice extra hearty adorable little japanese cafe comfort food excellent price aptly name location ash box street currently delivery amaze cafe great food salmon ochazuke salmon green tea bonito broth never find another place sell except,coffee tea japanese sandwich,coffee tea japanese sandwich feel privilege try hoji tea ice cream barley rice extra hearty adorable little japanese cafe comfort food excellent price aptly name location ash box street currently delivery amaze cafe great food salmon ochazuke salmon green tea bonito broth never find another place sell except
844,844,Gopchang Story BBQ,4.0,"barbeque, korean",mid-range,312 5th Ave,"good food 
clean location 
i was looking for good korean food in nyc koreantown.  this one popped up., i've tried a few times to just walk in and grab a seat but it's been pretty packed every time. this definitely speaks to how popular and packed this place..., it is ok. taste was good. 
but i actually want to eat vegetable gochang. yachegopchang. 
but not in here. 
price : little expensive. 
service: good. 
taste...",new york city,https://www.yelp.com/biz/gopchang-story-bbq-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,good food clean location look good korean food nyc koreantown one pop try time walk grab seat pretty pack every time definitely speak popular pack place taste good actually want eat vegetable gochang yachegopchang price little expensive service good taste,barbeque korean,barbeque korean good food clean location look good korean food nyc koreantown one pop try time walk grab seat pretty pack every time definitely speak popular pack place taste good actually want eat vegetable gochang yachegopchang price little expensive service good taste
845,845,Stick To My Pot Potsticker,4.5,chinese,cheap-eats,224 W 35th St,"dumplings were sooo good and fresh. they were made fresh to order and he was wrapping  a batch as we sat there.  he was friendly and patient as we had..., i stopped by to grab a bite before my train left penn station. 

the restaurant is small, there are around 10 counter height chairs along the front and..., this 35th street block has a couple of my favorite spots for lunch. time to add another--stick to my pot potsticker.
spotted this tiny hole in the wall and...",new york city,https://www.yelp.com/biz/stick-to-my-pot-potsticker-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,dumpling sooo good fresh make fresh order wrap batch sit friendly patient stop grab bite train leave penn station restaurant small around counter height chair along front street block couple favorite spot lunch time add another stick pot potsticker spot tiny hole wall,chinese,chinese dumpling sooo good fresh make fresh order wrap batch sit friendly patient stop grab bite train leave penn station restaurant small around counter height chair along front street block couple favorite spot lunch time add another stick pot potsticker spot tiny hole wall
846,846,Nishida Sho-ten,4.0,ramen,mid-range,302 E 49th St,"easily now one of my fave ramen spots in nyc.
tip: they're open late!  

black ramen - garlicky pork broth
fragrant, bold garlic and pork flavor create this..., hands down best ramen in nyc!!!

ok where do i begin?! this little ramen restaurants seats no more than 15 guests at a time. it is small and you may have to..., by far one of the best ramen shops i have been to. i had the black ramen while my friend had the chicken ramen. we had went in during lunch time and the...",new york city,https://www.yelp.com/biz/nishida-sho-ten-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,easily one fave ramen spot nyc tip open late black ramen garlicky pork broth fragrant bold garlic pork flavor create hand best ramen nyc ok begin little ramen restaurant seat guest time small may far one best ramen shop black ramen friend chicken ramen go lunch time,ramen,ramen easily one fave ramen spot nyc tip open late black ramen garlicky pork broth fragrant bold garlic pork flavor create hand best ramen nyc ok begin little ramen restaurant seat guest time small may far one best ramen shop black ramen friend chicken ramen go lunch time
847,847,Gayle's Broadway Rose,4.5,"american (new), performing arts, dinner theater",mid-range,228 W 47th St,"this place was so fun!!

the singing was truly incredible and a great way to end a day in nyc! the food was very good as well. friend got the pastrami on..., update: 
a gentleman named jeff from gayle's called me to apologize and explain situation sounds like resy overbooked...he also offered a $50 gift to come..., ok, here's the thing. the food- nasty. but let's be real if you are looking into coming here, it's for the unique show. the servers were super friendly and...",new york city,https://www.yelp.com/biz/gayles-broadway-rose-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,place fun singing truly incredible great way end day nyc food good well friend get pastrami update gentleman name jeff gayle call apologize explain situation sound like resy overbooked also offer gift come ok thing nasty let real look come unique show server super friendly,american new perform art dinner theater,american new perform art dinner theater place fun singing truly incredible great way end day nyc food good well friend get pastrami update gentleman name jeff gayle call apologize explain situation sound like resy overbooked also offer gift come ok thing nasty let real look come unique show server super friendly
848,848,Sugar Freak,4.0,"cajun/creole, southern, breakfast & brunch",mid-range,37-11 30th Ave,"i was so glad to finally check out this astoria staple! my friend and i arrived at 12 on a saturday and there were plenty of available seats. it started..., sugar freaks in astoria is a restaurant i have frequented many times. lately, when i have gone it seems that the staffing was lacking in that the bartender..., sugar freak in astoria is a must-visit spot for anyone craving a taste of louisiana. when you step inside you definitely feel that new orleans vibe. and the...",new york city,https://www.yelp.com/biz/sugar-freak-astoria-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,glad finally check astoria staple friend arrive saturday plenty available seat start sugar freak astoria restaurant frequent many time lately go seem staffing lack bartender sugar freak astoria spot anyone crave taste louisiana step inside definitely feel new orleans vibe,southern breakfast brunch,southern breakfast brunch glad finally check astoria staple friend arrive saturday plenty available seat start sugar freak astoria restaurant frequent many time lately go seem staffing lack bartender sugar freak astoria spot anyone crave taste louisiana step inside definitely feel new orleans vibe
850,850,Little Dokebi,4.0,korean,mid-range,85 Driggs Ave,"definitely a spot worth the visit! ambience is great and there is indoor and outdoor seating. we walked in on a friday evening and were able to get a table..., ordered through doordash at 10pm. perhaps they chose to put in whats left of the kitchen but this ""bibimbap"" looked like a 1/2 a burrito bowl. the seaweed..., i arrived at the restaurant around 6:40pm on a saturday night, and from what i saw there was a lot of space available to eat indoors and outdoors. they had...",new york city,https://www.yelp.com/biz/little-dokebi-brooklyn-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q,definitely spot worth visit ambience great indoor outdoor seating walk friday evening able get table order doordash perhaps choose put whats leave kitchen bibimbap look like burrito bowl seaweed arrive restaurant around saturday night saw lot space available eat indoors outdoors,korean,korean definitely spot worth visit ambience great indoor outdoor seating walk friday evening able get table order doordash perhaps choose put whats leave kitchen bibimbap look like burrito bowl seaweed arrive restaurant around saturday night saw lot space available eat indoors outdoors
